X,Y,OBJECTID,事務所名,路線名,管理番号,照明灯種別,設置位置,緯度,経度,X座標,Y座標
138.9314722,35.08477778,6571,沼津土木事務所,（国）１３６号,C136-107-9,高圧ナトリウム灯,三島市安久375-1,35.08477778,138.9314722,39343.83348,-101449.1019
138.9315278,35.08525,6572,沼津土木事務所,（国）１３６号,C136-107-9-5,高圧ナトリウム灯,三島市安久371,35.08525,138.9315278,39348.67297,-101396.6956
138.9308889,35.0859166700001,6573,沼津土木事務所,（国）１３６号,C136-108,高圧ナトリウム灯,三島市安久356,35.08591667,138.9308889,39290.096,-101322.9925
138.93075,35.08683333,6574,沼津土木事務所,（国）１３６号,C136-108-0-0,,三島市安久,35.08683333,138.93075,39276.99195,-101221.3602
138.9304167,35.08686111,6575,沼津土木事務所,（国）１３６号,C136-108-0-1,高圧ナトリウム灯,三島市安久356,35.08686111,138.9304167,39246.58448,-101218.4098
138.9300278,35.0875555600001,6576,沼津土木事務所,（国）１３６号,C136-108-0-2,高圧ナトリウム灯,三島市安久319-3,35.08755556,138.9300278,39210.79182,-101141.526
138.9295278,35.08855556,6577,沼津土木事務所,（国）１３６号,C136-108-0-3,高圧ナトリウム灯,三島市安久43,35.08855556,138.9295278,39164.72248,-101030.7905
138.9485556,35.0280277800001,6578,沼津土木事務所,（国）１３６号,C136-87,高圧ナトリウム灯,伊豆の国市宗光時,35.02802778,138.9485556,40929.89911,-107737.5984
138.9477778,35.03644444,6579,沼津土木事務所,（国）１３６号,C136-88,水銀灯,伊豆の国市南条67,35.03644444,138.9477778,40854.73884,-106804.2465
138.9468889,35.0384166700001,6580,沼津土木事務所,（国）１３６号,C136-89,高圧ナトリウム灯,伊豆の国市南条756-1,35.03841667,138.9468889,40772.65725,-106585.828
138.9462778,35.03902778,6581,沼津土木事務所,（国）１３６号,C136-89-5,高圧ナトリウム灯,伊豆の国市南条,35.03902778,138.9462778,40716.59806,-106518.2862
138.9458889,35.0401666700001,6582,沼津土木事務所,（国）１３６号,C136-90,水銀灯,伊豆の国市南条711-2,35.04016667,138.9458889,40680.55254,-106392.1062
138.9415833,35.0635555600001,6583,沼津土木事務所,（国）１３６号,C136-90-2,水銀灯,伊豆の国市原木地内,35.06355556,138.9415833,40276.24865,-103799.2869
138.9441389,35.04225,6584,沼津土木事務所,（国）１３６号,C136-91,水銀灯,伊豆の国市中条413,35.04225,138.9441389,40519.86204,-106161.7115
138.7911944,34.8471388900001,6585,下田土木事務所,（県）仁科峠宇久須線,A410-2,高圧ナトリウム灯,西伊豆町宇久須1260-1,34.84713889,138.7911944,26629.32504,-127856.5979
138.9424167,35.0437222200001,6586,沼津土木事務所,（国）１３６号,C136-92,,伊豆の国市寺家地内,35.04372222,138.9424167,40362.01458,-105999.0941
138.94225,35.04425,6587,沼津土木事務所,（国）１３６号,C136-93,高圧ナトリウム灯,伊豆の国市中条103地先,35.04425,138.94225,40346.54954,-105940.6141
138.9735556,34.9684166700001,6588,沼津土木事務所,（主）伊東修善寺線,C12-3-5,高圧ナトリウム灯,伊豆市下白岩,34.96841667,138.9735556,43242.47014,-114339.7672
138.9319444,34.94533333,6589,沼津土木事務所,（国）１３６号,C136-32-7,高圧ナトリウム灯,伊豆市松ヶ瀬137-1,34.94533333,138.9319444,39453.80783,-116917.6057
138.9345833,34.94733333,6590,沼津土木事務所,（国）１３６号,C136-33B,高圧ナトリウム灯,伊豆市松ヶ瀬296,34.94733333,138.9345833,39693.88173,-116694.7025
138.9406111,35.07372222,6591,沼津土木事務所,（国）１３６号,C136-100-1,,函南町,35.07372222,138.9406111,40182.5899,-102671.8725
138.9501389,34.97505556,6592,沼津土木事務所,（主）伊東修善寺線,C12-4,水銀灯,伊豆市柏久保480,34.97505556,138.9501389,41100.85758,-113613.1929
138.9296667,35.0889722200001,6593,沼津土木事務所,（国）１３６号,C136-108-0-4,高圧ナトリウム灯,三島市安久39,35.08897222,138.9296667,39177.18742,-100984.5149
138.9289722,35.0897222200001,6594,沼津土木事務所,（国）１３６号,C136-108-0-5,高圧ナトリウム灯,三島市梅名286,35.08972222,138.9289722,39113.50868,-100901.5885
138.9361389,35.01925,6595,沼津土木事務所,（県）韮山伊豆長岡修善寺線,C129-5-3,高圧ナトリウム灯,伊豆の国市小阪地内,35.01925,138.9361389,39801.14635,-108716.3473
138.9370833,35.01652778,6596,沼津土木事務所,（県）韮山伊豆長岡修善寺線,C129-5-4,高圧ナトリウム灯,伊豆の国市小阪,35.01652778,138.9370833,39888.65653,-109017.9488
138.9301667,34.99116667,6597,沼津土木事務所,（県）韮山伊豆長岡修善寺線,C129-5-8,高圧ナトリウム灯,伊豆市熊坂528-1,34.99116667,138.9301667,39269.54762,-111834.0139
138.9344167,34.98925,6598,沼津土木事務所,（県）韮山伊豆長岡修善寺線,C129-5-9,高圧ナトリウム灯,伊豆市熊坂321,34.98925,138.9344167,39658.45348,-112044.9522
138.9300833,34.9910555600001,6599,沼津土木事務所,（県）韮山伊豆長岡修善寺線,C129-6,水銀灯,伊豆市熊坂623-2,34.99105556,138.9300833,39261.99259,-111846.3722
138.9215,35.04255556,6600,沼津土木事務所,（国）１３６号,C136BP-5-42,高圧ナトリウム灯,伊豆の国市長岡地先755,35.04255556,138.9215,38454.30518,-106136.7741
138.9451111,34.97997222,6601,沼津土木事務所,（国）１３６号,C136-52-2,高圧ナトリウム灯,伊豆市大字修善寺256-2,34.97997222,138.9451111,40639.3536,-113069.8426
138.9454167,34.98005556,6602,沼津土木事務所,（国）１３６号,C136-53,水銀灯,伊豆市横瀬257-1,34.98005556,138.9454167,40667.2107,-113060.4734
138.9465556,34.97980556,6603,沼津土木事務所,（国）１３６号,C136-54,水銀灯,伊豆市横瀬304-3,34.97980556,138.9465556,40771.31771,-113087.7419
138.9470556,34.97997222,6604,沼津土木事務所,（国）１３６号,C136-55,水銀灯,伊豆市横瀬283-2,34.97997222,138.9470556,40816.88622,-113069.0502
138.94775,34.9799166700001,6605,沼津土木事務所,（国）１３６号,C136-57,水銀灯,伊豆市横瀬288-1,34.97991667,138.94775,40880.31776,-113074.9285
138.9475556,34.9800277800001,6606,沼津土木事務所,（国）１３６号,C136-57-1,高圧ナトリウム灯,伊豆市横瀬288番1号,34.98002778,138.9475556,40862.50974,-113062.6826
138.9394167,35.0208611100001,6607,沼津土木事務所,（国）１３６号,C136BP-4-75,高圧ナトリウム灯,伊豆の国市小阪地内,35.02086111,138.9394167,40099.48529,-108536.3137
138.9390278,35.0208611100001,6608,沼津土木事務所,（国）１３６号,C136BP-4-76,高圧ナトリウム灯,伊豆の国市小阪地内,35.02086111,138.9390278,40063.99644,-108536.4699
138.9389444,35.02111111,6609,沼津土木事務所,（国）１３６号,C136BP-4-77,高圧ナトリウム灯,伊豆の国市小阪地内,35.02111111,138.9389444,40056.26917,-108508.7706
138.9385556,35.02113889,6610,沼津土木事務所,（国）１３６号,C136BP-4-78,高圧ナトリウム灯,伊豆の国市小阪地内,35.02113889,138.9385556,40020.7678,-108505.8448
138.8841944,34.64844444,6611,下田土木事務所,（国）１３６号,A136-46,高圧ナトリウム灯,南伊豆町日野313,34.64844444,138.8841944,35218.32111,-149868.2873
138.8838333,34.64783333,6612,下田土木事務所,（国）１３６号,A136-46-0-1,水銀灯,南伊豆町湊,34.64783333,138.8838333,35185.4769,-149936.2002
138.8829444,34.6483611100001,6613,下田土木事務所,（国）１３６号,A136-46-0-2,高圧ナトリウム灯,南伊豆町湊地内,34.64836111,138.8829444,35103.77067,-149877.9668
138.8761667,34.6480277800001,6614,下田土木事務所,（国）１３６号,A136-46-1,高圧ナトリウム灯,南伊豆町下賀茂3,34.64802778,138.8761667,34482.60051,-149917.2811
138.8756667,34.64766667,6615,下田土木事務所,（国）１３６号,A136-46-1-1,高圧ナトリウム灯,南伊豆町下賀茂81番,34.64766667,138.8756667,34436.91538,-149957.5078
138.873,34.64880556,6616,下田土木事務所,（国）１３６号,A136-46-2,高圧ナトリウム灯,南伊豆町下賀茂89,34.64880556,138.873,34191.99611,-149832.0857
138.86825,34.65,6617,下田土木事務所,（国）１３６号,A136-46-3,高圧ナトリウム灯,南伊豆町下賀茂130,34.65,138.86825,33756.08894,-149701.1951
138.8601944,34.64863889,6618,下田土木事務所,（国）１３６号,A136-46-4,高圧ナトリウム灯,南伊豆町下加茂,34.64863889,138.8601944,33018.20226,-149854.8436
138.8592778,34.6489722200001,6619,下田土木事務所,（国）１３６号,A136-46-5,高圧ナトリウム灯,南伊豆町下加茂,34.64897222,138.8592778,32934.04192,-149818.1693
138.8656667,34.65080556,6620,下田土木事務所,（国）１３６号,A136-46-4-1,,南伊豆町下賀茂,34.65080556,138.8656667,33518.95942,-149612.7016
138.8631389,34.64958333,6621,下田土木事務所,（国）１３６号,A136-46-8,高圧ナトリウム灯,南伊豆町下賀茂地内,34.64958333,138.8631389,33287.73705,-149749.114
138.9372222,34.97522222,6622,沼津土木事務所,（国）１３６号,C136-41-3,高圧ナトリウム灯,伊豆市修善寺409-1地先(越路インター),34.97522222,138.9372222,39921.38554,-113599.9405
138.9378333,34.97522222,6623,沼津土木事務所,（国）１３６号,C136-41-4,高圧ナトリウム灯,伊豆市修善寺IC,34.97522222,138.9378333,39977.18445,-113599.6963
138.9366111,34.9757222200001,6624,沼津土木事務所,（国）１３６号,C136-41-5,高圧ナトリウム灯,伊豆市修善寺560地先(越路インター),34.97572222,138.9366111,39865.34435,-113544.7194
138.9364444,34.97627778,6625,沼津土木事務所,（国）１３６号,C136-41-6,高圧ナトリウム灯,伊豆市修善寺561地先(越路インター),34.97627778,138.9364444,39849.85712,-113483.1575
138.9369444,34.9766388900001,6626,沼津土木事務所,（国）１３６号,C136-41-7,高圧ナトリウム灯,伊豆市修善寺561地先(越路インター),34.97663889,138.9369444,39895.33515,-113442.9
138.9209444,35.04061111,6627,沼津土木事務所,（国）１３６号,C136BP-5-30,高圧ナトリウム灯,伊豆の国市長岡地先155,35.04061111,138.9209444,38404.52991,-106352.6884
138.9209444,35.0410555600001,6628,沼津土木事務所,（国）１３６号,C136BP-5-31,高圧ナトリウム灯,伊豆の国市長岡地先155,35.04105556,138.9209444,38404.32193,-106303.385
138.9211389,35.04022222,6629,沼津土木事務所,（国）１３６号,C136BP-5-32,高圧ナトリウム灯,伊豆の国市長岡地先155,35.04022222,138.9211389,38422.45257,-106395.7536
138.9405833,34.97830556,6630,沼津土木事務所,（国）１３６号,C136-46,高圧ナトリウム灯,伊豆市417,34.97830556,138.9405833,40226.77227,-113256.5574
138.9409167,34.97869444,6631,沼津土木事務所,（国）１３６号,C136-47,高圧ナトリウム灯,伊豆市452,34.97869444,138.9409167,40257.01726,-113213.2846
138.9412778,34.9791388900001,6632,沼津土木事務所,（国）１３６号,C136-48,高圧ナトリウム灯,伊豆市443,34.97913889,138.9412778,40289.77022,-113163.8362
138.9272222,35.09386111,6633,沼津土木事務所,（国）１３６号,C136-109-4,高圧ナトリウム灯,三島市梅名390-8,35.09386111,138.9272222,38951.97522,-100443.1376
138.9206389,35.0430833300001,6634,沼津土木事務所,（国）１３６号,C136BP-5-38,高圧ナトリウム灯,伊豆の国市長岡地先755,35.04308333,138.9206389,38375.49707,-106078.5594
139.0164722,35.1173333300001,6635,沼津土木事務所,（主）熱海函南線,C11-08,,函南町軽井沢,35.11733333,139.0164722,47075.91216,-97800.76641
139.0165833,35.1191944400001,6636,沼津土木事務所,（主）熱海函南線,C11-09,,函南町軽井沢,35.11919444,139.0165833,47084.96896,-97594.25503
139.0155556,35.11697222,6637,沼津土木事務所,（主）熱海函南線,C11-1,高圧ナトリウム灯,函南町軽井沢地先,35.11697222,139.0155556,46992.56614,-97841.25837
138.9524444,35.08877778,6638,沼津土木事務所,（主）熱海函南線,C11-10,水銀灯,函南町平井677地先,35.08877778,138.9524444,41254.18637,-100996.8939
138.9520833,35.0889166700001,6639,沼津土木事務所,（主）熱海函南線,C11-10-5,,函南町,35.08891667,138.9520833,41221.18999,-100981.6359
138.9501667,35.0879444400001,6640,沼津土木事務所,（主）熱海函南線,C11-10-8,高圧ナトリウム灯,函南町大土184,35.08794444,138.9501667,41046.91384,-101090.2786
138.8908611,34.662,6641,下田土木事務所,（国）１３６号,A136-39-2,高圧ナトリウム灯,南伊豆町青市587番1号,34.662,138.8908611,35823.6116,-148362.299
138.9298889,34.88863889,6642,沼津土木事務所,（国）４１４号,C414-84-5,,伊豆市,34.88863889,138.9298889,39293.0623,-123207.4748
138.9300833,34.8877222200001,6643,沼津土木事務所,（国）４１４号,C414-85,高圧ナトリウム灯,伊豆市大滝,34.88772222,138.9300833,39311.27137,-123309.0834
138.9363056,35.0611388900001,6644,沼津土木事務所,（県）韮山伊豆長岡修善寺線,C129-0-3,その他,函南町日守837,35.06113889,138.9363056,39796.03959,-104069.4909
138.9309167,35.06025,6645,沼津土木事務所,（県）韮山伊豆長岡修善寺線,C129-0-5,,伊豆の国市,35.06025,138.9309167,39304.93423,-104170.2339
138.9309444,35.06011111,6646,沼津土木事務所,（県）韮山伊豆長岡修善寺線,C129-0-6,高圧ナトリウム灯,伊豆の国市北江間,35.06011111,138.9309444,39307.53378,-104185.6302
138.9378333,35.0215833300001,6647,沼津土木事務所,（国）１３６号,C136BP-4-80,高圧ナトリウム灯,伊豆の国市小阪地内,35.02158333,138.9378333,39954.64342,-108456.832
138.9378056,35.0218333300001,6648,沼津土木事務所,（国）１３６号,C136BP-4-81,高圧ナトリウム灯,伊豆の国市白山堂,35.02183333,138.9378056,39951.98762,-108429.1103
138.9259167,35.02630556,6649,沼津土木事務所,（国）１３６号,C136BP-5-3,高圧ナトリウム灯,伊豆の国市小阪173,35.02630556,138.9259167,38864.94227,-107937.6946
138.9385833,34.96380556,6650,沼津土木事務所,（国）１３６号,C136-35,高圧ナトリウム灯,伊豆市大平63-2,34.96380556,138.9385833,40051.22137,-114865.8467
138.9391944,34.9653333300001,6651,沼津土木事務所,（国）１３６号,C136-36,,伊豆市大字本立野804-2,34.96533333,138.9391944,40106.28354,-114696.1262
138.9394167,34.96708333,6652,沼津土木事務所,（国）１３６号,C136-37,水銀灯,伊豆市本立野765-10,34.96708333,138.9394167,40125.72399,-114501.9096
138.9393889,34.9706666700001,6653,沼津土木事務所,（国）１３６号,C136-38,高圧ナトリウム灯,伊豆市本立野607,34.97066667,138.9393889,40121.44009,-114104.4207
138.93925,34.97102778,6654,沼津土木事務所,（国）１３６号,C136-38-2,,伊豆市,34.97102778,138.93925,40108.58167,-114064.4184
138.8627778,34.64933333,6655,下田土木事務所,（国）１３６号,A136-46-9,高圧ナトリウム灯,南伊豆町下賀茂地内,34.64933333,138.8627778,33254.73497,-149776.9642
138.863,34.6491666700001,6656,下田土木事務所,（国）１３６号,A136-46-10,高圧ナトリウム灯,南伊豆町下賀茂地内,34.64916667,138.863,33275.17189,-149795.3774
138.863,34.6490555600001,6657,下田土木事務所,（国）１３６号,A136-46-11,高圧ナトリウム灯,南伊豆町下賀茂地内,34.64905556,138.863,33275.21628,-149807.7022
138.8582222,34.6489722200001,6658,下田土木事務所,（国）１３６号,A136-46-12,高圧ナトリウム灯,南伊豆町下賀茂地内,34.64897222,138.8582222,32837.28108,-149818.5138
138.8583056,34.6489722200001,6659,下田土木事務所,（国）１３６号,A136-46-13,高圧ナトリウム灯,南伊豆町下賀茂地内,34.64897222,138.8583056,32844.92068,-149818.4866
138.8580833,34.64925,6660,下田土木事務所,（国）１３６号,A136-46-14,高圧ナトリウム灯,南伊豆町下賀茂地内,34.64925,138.8580833,32824.43986,-149787.7466
138.8563889,34.6495,6661,下田土木事務所,（国）１３６号,A136-46-16,,南伊豆町加納,34.6495,138.8563889,32669.01677,-149760.5663
138.8565,34.6495,6662,下田土木事務所,（国）１３６号,A136-46-17,,南伊豆町加納,34.6495,138.8565,32679.20191,-149760.5302
138.8635556,34.65025,6663,下田土木事務所,（国）１３６号,A136-46-18,,南伊豆町下賀茂,34.65025,138.8635556,33325.6652,-149675.0267
138.85475,34.64880556,6664,下田土木事務所,（国）１３６号,A136-46-19,高圧ナトリウム灯,南伊豆町加納485番地1号,34.64880556,138.85475,32519.0555,-149838.1263
138.8575556,34.6533333300001,6665,下田土木事務所,（国）１３６号,A136-47,高圧ナトリウム灯,南伊豆町下賀茂292,34.65333333,138.8575556,32774.45336,-149334.9796
138.9204444,35.10713889,6666,沼津土木事務所,（国）１３６号,C136-113,高圧ナトリウム灯,三島市青木275-15地先,35.10713889,138.9204444,38327.79228,-98972.83054
138.9200556,35.1075833300001,6667,沼津土木事務所,（国）１３６号,C136-113-1,高圧ナトリウム灯,三島市青木地内,35.10758333,138.9200556,38292.13381,-98923.67725
138.9202222,35.10941667,6668,沼津土木事務所,（国）１３６号,C136-113-5,高圧ナトリウム灯,三島市南二日町地内,35.10941667,138.9202222,38306.46869,-98720.23622
138.9396111,35.02072222,6669,沼津土木事務所,（国）１３６号,C136BP-4-74,高圧ナトリウム灯,伊豆の国市小阪地内,35.02072222,138.9396111,40117.2971,-108551.6428
138.91275,34.92055556,6670,沼津土木事務所,（国）１３６号,C136-27-3,高圧ナトリウム灯,伊豆市上船原31地先,34.92055556,138.91275,37711.91502,-119673.588
138.9191389,34.92286111,6671,沼津土木事務所,（国）１３６号,C136-27-6,,伊豆市下船原446-1,34.92286111,138.9191389,38294.58416,-119415.4096
138.9223611,34.9236388900001,6672,沼津土木事務所,（国）１３６号,C136-28,高圧ナトリウム灯,伊豆市下船原372-1地先,34.92363889,138.9223611,38588.61972,-119327.8934
138.9233056,34.92358333,6673,沼津土木事務所,（国）１３６号,C136-33A,,伊豆市,34.92358333,138.9233056,38674.9351,-119333.6921
138.9258056,34.9243055600001,6674,沼津土木事務所,（国）１３６号,C136-28-0-5,高圧ナトリウム灯,伊豆市下船原322,34.92430556,138.9258056,38903.00596,-119252.6068
138.9267222,34.92475,6675,沼津土木事務所,（国）１３６号,C136-28-1,高圧ナトリウム灯,伊豆市下船原185-1,34.92475,138.9267222,38986.54538,-119202.9487
138.9408333,35.0583888900001,6676,沼津土木事務所,（国）１３６号,C136-96,,伊豆の国市原木地内,35.05838889,138.9408333,40210.3749,-104372.7371
138.9421667,35.06536111,6677,沼津土木事務所,（国）１３６号,C136-98-2,高圧ナトリウム灯,伊豆の国市原木地内,35.06536111,138.9421667,40328.56668,-103598.7582
138.9425,35.06591667,6678,沼津土木事務所,（国）１３６号,C136-98-2-1,,伊豆の国市,35.06591667,138.9425,40358.69536,-103536.9941
138.9426944,35.06647222,6679,沼津土木事務所,（国）１３６号,C136-98-2-2,,伊豆の国市,35.06647222,138.9426944,40376.15602,-103475.2872
138.9426389,35.06688889,6680,沼津土木事務所,（国）１３６号,C136-98-2-3,,伊豆の国市,35.06688889,138.9426389,40370.88436,-103429.0877
138.9425556,35.0681944400001,6681,沼津土木事務所,（国）１３６号,C136-98-5,高圧ナトリウム灯,伊豆の国市新田128,35.06819444,138.9425556,40362.64147,-103284.2944
138.9421389,35.0690277800001,6682,沼津土木事務所,（国）１３６号,C136-99,水銀灯,伊豆の国市新田87-3,35.06902778,138.9421389,40324.22955,-103192.019
138.9415556,35.07266667,6683,沼津土木事務所,（国）１３６号,C136-100,高圧ナトリウム灯,函南町肥田345,35.07266667,138.9415556,40269.24042,-102788.5857
138.8326667,35.0072222200001,6684,沼津土木事務所,（県）船原西浦高原線,C127-31,高圧ナトリウム灯,沼津市西浦古宇地内,35.00722222,138.8326667,30362.88507,-110086.9486
138.8356944,35.0099722200001,6685,沼津土木事務所,（県）船原西浦高原線,C127-32,高圧ナトリウム灯,沼津市西浦古宇地内,35.00997222,138.8356944,30638.20895,-109780.9656
138.9391389,35.0238888900001,6686,沼津土木事務所,（県）韮山伊豆長岡修善寺線,C129-5-0-4,その他,伊豆の国市天野372,35.02388889,138.9391389,40072.65858,-108200.5506
138.9265556,35.0263333300001,6687,沼津土木事務所,（国）１３６号,C136BP-4-103,,伊豆の国市長岡173-2,35.02633333,138.9265556,38923.22826,-107934.3651
138.7806667,34.67230556,6688,下田土木事務所,（国）１３６号,A136-59-03,高圧ナトリウム灯,南伊豆町子浦地内,34.67230556,138.7806667,25720.73584,-147252.8279
138.8002222,34.65119444,6689,下田土木事務所,（国）１３６号,A136-49-2-4,高圧ナトリウム灯,南伊豆町吉祥1103番地先,34.65119444,138.8002222,27519.82147,-149589.3863
138.9633056,34.7693888900001,6690,下田土木事務所,（主）下佐ヶ野谷津線,A14-7,高圧ナトリウム灯,河津町下佐ヶ野字下原297-8,34.76938889,138.9633056,42408.55534,-136421.9762
138.9871667,34.75663889,6691,下田土木事務所,（主）下佐ヶ野谷津線,A14-8,高圧ナトリウム灯,河津町田中212-2,34.75663889,138.9871667,44599.55088,-137825.9584
138.9873333,34.75655556,6692,下田土木事務所,（主）下佐ヶ野谷津線,A14-9,高圧ナトリウム灯,河津町田中212-2,34.75655556,138.9873333,44614.85337,-137835.1279
138.9354167,34.7223055600001,6693,下田土木事務所,（主）下田松崎線,A15-0-0-0,高圧ナトリウム灯,下田市箕作地内,34.72230556,138.9354167,39878.35641,-141656.158
138.9338333,34.7212222200001,6694,下田土木事務所,（主）下田松崎線,A15-0-0-1,高圧ナトリウム灯,下田市荒増37番地地先,34.72122222,138.9338333,39733.8609,-141776.9546
138.9260556,34.7203611100001,6695,下田土木事務所,（主）下田松崎線,A15-0-0-2,高圧ナトリウム灯,下田市相玉527番地地先,34.72036111,138.9260556,39021.91156,-141875.5184
138.9225556,34.7194722200001,6696,下田土木事務所,（主）下田松崎線,A15-0-0-3,高圧ナトリウム灯,下田市相玉420番地2地先,34.71947222,138.9225556,38701.76293,-141975.471
138.9225,34.71927778,6697,下田土木事務所,（主）下田松崎線,A15-0-0-4,高圧ナトリウム灯,下田市相玉411番地地先,34.71927778,138.9225,38696.76475,-141997.0607
138.9171389,34.71894444,6698,下田土木事務所,（主）下田松崎線,A15-0-0-5,高圧ナトリウム灯,下田市相玉160番地1地先,34.71894444,138.9171389,38205.89105,-142036.0858
138.8574444,34.65347222,6699,下田土木事務所,（国）１３６号,A136-48,水銀灯,南伊豆町上賀茂2-2,34.65347222,138.8574444,32764.21312,-149319.6095
138.8568333,34.65338889,6700,下田土木事務所,（国）１３６号,A136-49,水銀灯,南伊豆町加納,34.65338889,138.8568333,32708.22979,-149329.0513
138.81775,34.6401944400001,6701,下田土木事務所,（国）１３６号,A136-49-1,高圧ナトリウム灯,南伊豆町差田427番地地先,34.64019444,138.81775,29130.35525,-150804.6196
138.8174444,34.64002778,6702,下田土木事務所,（国）１３６号,A136-49-2,高圧ナトリウム灯,南伊豆町差田420番地1号地先,34.64002778,138.8174444,29102.40056,-150823.1944
138.8173889,34.64186111,6703,下田土木事務所,（国）１３６号,A136-49-2-1,高圧ナトリウム灯,南伊豆町入間66番地4号,34.64186111,138.8173889,29096.66752,-150619.851
138.80825,34.6524722200001,6704,下田土木事務所,（国）１３６号,A136-49-2-2,高圧ナトリウム灯,南伊豆町吉祥1222番地先,34.65247222,138.80825,28255.25556,-149445.4286
138.8084167,34.65233333,6705,下田土木事務所,（国）１３６号,A136-49-2-3,高圧ナトリウム灯,南伊豆町吉祥1223番地先,34.65233333,138.8084167,28270.58031,-149460.788
138.7771389,34.85119444,6706,下田土木事務所,（国）１３６号,A136-135,高圧ナトリウム灯,西伊豆町宇久須松ヶ坂,34.85119444,138.7771389,25342.71759,-127410.3698
138.7992222,34.6506666700001,6707,下田土木事務所,（国）１３６号,A136-49-2-5,高圧ナトリウム灯,南伊豆町吉祥1091番地先,34.65066667,138.7992222,27428.33017,-149648.2012
138.7960833,34.65094444,6708,下田土木事務所,（国）１３６号,A136-49-3,高圧ナトリウム灯,南伊豆町妻良1008,34.65094444,138.7960833,27140.51106,-149618.2398
138.7943333,34.6521944400001,6709,下田土木事務所,（国）１３６号,A136-49-4,高圧ナトリウム灯,南伊豆町妻良1008,34.65219444,138.7943333,26979.69161,-149480.0552
137.90575,34.79222222,6710,袋井土木事務所,（主）袋井春野線,I58-58,高圧ナトリウム灯,袋井市上山梨984-1,34.79222222,137.90575,-54379.67005,-133826.0453
137.9236111,34.82122222,6711,袋井土木事務所,（主）袋井春野線,I58-59,高圧ナトリウム灯,森町睦実字寺前,34.82122222,137.9236111,-52726.71157,-130618.6637
137.9376389,34.9110833300001,6712,袋井土木事務所,（主）袋井春野線,I58-60,高圧ナトリウム灯,森町三倉一ノ瀬,34.91108333,137.9376389,-51387.53613,-120657.7516
137.9369167,34.9115555600001,6713,袋井土木事務所,（主）袋井春野線,I58-61,高圧ナトリウム灯,森町三倉一ノ瀬,34.91155556,137.9369167,-51453.23737,-120604.9963
137.9437778,34.87777778,6714,袋井土木事務所,（主）袋井春野線,I58-62,高圧ナトリウム灯,森町大字西俣字薬師山地内,34.87777778,137.9437778,-50847.088,-124355.4493
137.9394722,34.85811111,6715,袋井土木事務所,（主）袋井春野線,I58-63,高圧ナトリウム灯,森町大鳥居地内,34.85811111,137.9394722,-51252.88716,-126534.8583
137.9176944,34.80255556,6716,袋井土木事務所,（主）袋井春野線,I58-64,高圧ナトリウム灯,森町飯田地内,34.80255556,137.9176944,-53279.97558,-132686.1947
137.9393611,34.8694444400001,6717,袋井土木事務所,（主）袋井春野線,I58-65,高圧ナトリウム灯,森町問詰地内,34.86944444,137.9393611,-51256.01464,-125277.6082
137.9432778,34.89991667,6718,袋井土木事務所,（主）袋井春野線,I58-66,高圧ナトリウム灯,森町三倉地内,34.89991667,137.9432778,-50879.14652,-121899.3445
137.9415833,34.8561666700001,6719,袋井土木事務所,（主）袋井春野線,I58-68,水銀灯,森町城下（元開橋）,34.85616667,137.9415833,-51061.05331,-126751.6298
137.9103333,34.7791666700001,6720,袋井土木事務所,（主）袋井春野線,I58-69,高圧ナトリウム灯,袋井市下山梨　（字刈方面三叉路）,34.77916667,137.9103333,-53968.7489,-135276.7393
138.8734444,35.0735833300001,6721,沼津土木事務所,（国）４１４号,C414-49-3-2,高圧ナトリウム灯,沼津市下香貫島郷2721,35.07358333,138.8734444,34057.1892,-102712.2853
138.8736389,35.0733055600001,6722,沼津土木事務所,（国）４１４号,C414-49-3-3,高圧ナトリウム灯,沼津市下香貫島郷2706-1,35.07330556,138.8736389,34075.03811,-102743.0324
138.8753333,35.07138889,6723,沼津土木事務所,（国）４１４号,C414-49-4,高圧ナトリウム灯,沼津市下香貫島郷2607,35.07138889,138.8753333,34230.36838,-102955.0713
138.8763333,35.06975,6724,沼津土木事務所,（国）４１４号,C414-50,水銀灯,沼津市島郷2546-1,35.06975,138.8763333,34322.25489,-103136.5322
138.8773889,35.0679722200001,6725,沼津土木事務所,（国）４１４号,C414-50-1A,高圧ナトリウム灯,沼津市志下,35.06797222,138.8773889,34419.27062,-103333.3803
138.8779167,35.0666666700001,6726,沼津土木事務所,（国）４１４号,C414-50-2,高圧ナトリウム灯,沼津市志下192,35.06666667,138.8779167,34467.9552,-103478.0247
138.8781944,35.06575,6727,沼津土木事務所,（国）４１４号,C414-50-3,高圧ナトリウム灯,沼津市志下215-2,35.06575,138.8781944,34493.67502,-103579.6163
138.8786389,35.06461111,6728,沼津土木事務所,（国）４１４号,C414-50-4,高圧ナトリウム灯,沼津市志下214-1,35.06461111,138.8786389,34534.69148,-103705.8012
138.8800556,35.06175,6729,沼津土木事務所,（国）４１４号,C414-50-5,高圧ナトリウム灯,沼津市志下345-23,35.06175,138.8800556,34665.11247,-104022.6969
138.8775833,35.06761111,6730,沼津土木事務所,（国）４１４号,C414-50-6,高圧ナトリウム灯,沼津市志下4-3,35.06761111,138.8775833,34437.15603,-103373.3717
138.8803889,35.0595833300001,6731,沼津土木事務所,（国）４１４号,C414-50-7,高圧ナトリウム灯,沼津市馬込8-13,35.05958333,138.8803889,34696.43253,-104262.9328
