X,Y,OBJECTID,事務所名,路線名,管理番号,照明灯種別,設置位置,緯度,経度,X座標,Y座標
138.1156667,34.8555,296,島田土木事務所,（国）４７３号,G473-31,高圧ナトリウム灯,島田市横岡,34.8555,138.1156667,-35143.23055,-126900.4292
138.1151667,34.8563055600001,297,島田土木事務所,（国）４７３号,G473-32,高圧ナトリウム灯,島田市横岡　（横岡坂登口大井川鉄道変電所上100m）,34.85630556,138.1151667,-35188.60749,-126810.8949
137.8183333,34.6744444400001,298,袋井土木事務所,（国）１５０号,I150-61,,磐田市岡116,34.67444444,137.8183333,-62467.83718,-146840
137.81075,34.662,299,袋井土木事務所,（国）１５０号,I150-170,,磐田市駒場地内,34.662,137.81075,-63172.23064,-148215.6852
137.8106944,34.6619722200001,300,袋井土木事務所,（国）１５０号,I150-171,,磐田市駒場地内,34.66197222,137.8106944,-63177.34409,-148218.7319
137.81125,34.6621944400001,301,袋井土木事務所,（国）１５０号,I150-172,,磐田市駒場地内,34.66219444,137.81125,-63126.2556,-148194.4301
138.0565278,34.77080556,302,袋井土木事務所,（主）掛川浜岡線,I37-17,高圧ナトリウム灯,掛川市満水,34.77080556,138.0565278,-40592.40893,-136273.0227
138.1255,34.63613889,303,袋井土木事務所,（主）掛川浜岡線,I37-45,,御前崎市池新田　150号線インター地下道,34.63613889,138.1255,-34334.7187,-151236.6108
138.0190278,34.76975,304,袋井土木事務所,（主）掛川大東線,I38-6-1～15,その他,掛川市上張,34.76975,138.0190278,-44025.4899,-136374.3199
138.01875,34.7698611100001,305,袋井土木事務所,（主）掛川大東線,I38-7-1～3,,掛川市上張,34.76986111,138.01875,-44050.85749,-136361.8731
138.0237222,34.75841667,306,袋井土木事務所,（主）掛川大東線,I38-25,低圧ナトリウム灯,掛川市板沢,34.75841667,138.0237222,-43601.74269,-137633.5339
138.0156667,34.8360277800001,307,袋井土木事務所,（主）掛川川根線,I39-5,,掛川市大和田,34.83602778,138.0156667,-44297.67737,-129020.8287
138.013,34.788,308,袋井土木事務所,（主）掛川川根線,I39-10,その他,掛川市歩道,34.788,138.013,-44567.4283,-134347.2469
138.2716667,34.8095277800001,309,島田土木事務所,（国）１５０号,F150-110,高圧ナトリウム灯,焼津市下江留1916大畑宅前,34.80952778,138.2716667,-20890.24789,-132043.5642
138.2635556,34.8025,310,島田土木事務所,（国）１５０号,F150-111,高圧ナトリウム灯,焼津市相川1541川村宅前,34.8025,138.2635556,-21634.17222,-132821.4114
138.3345278,34.89636111,311,島田土木事務所,（国）１５０号,F150B-5,水銀灯,焼津市野秋地内,34.89636111,138.3345278,-15123.17231,-122422.6902
138.3295278,34.89122222,312,島田土木事務所,（国）１５０号,F150B-7,水銀灯,焼津市花沢　日本坂ヤタローパン売店向,34.89122222,138.3295278,-15581.11315,-122991.969
138.3296667,34.89119444,313,島田土木事務所,（国）１５０号,F150B-8,水銀灯,焼津市花沢　日本坂ヤタローパン売店前,34.89119444,138.3296667,-15568.42387,-122995.0722
138.3246944,34.88625,314,島田土木事務所,（国）１５０号,F150B-9,水銀灯,焼津市石脇下　第2東益津架道北,34.88625,138.3246944,-16023.84481,-123542.7631
138.3242222,34.88622222,315,島田土木事務所,（国）１５０号,F150B-10,高圧ナトリウム灯,焼津市石脇下　第2東益津架道橋北,34.88622222,138.3242222,-16067.01365,-123545.769
138.3246944,34.8861944400001,316,島田土木事務所,（国）１５０号,F150B-11,高圧ナトリウム灯,焼津市石脇下　第2東益津架道橋北,34.88619444,138.3246944,-16023.8556,-123548.9262
138.3244444,34.886,317,島田土木事務所,（国）１５０号,F150B-12,水銀灯,焼津市石脇下　第2東益津架道橋北,34.886,138.3244444,-16046.74475,-123570.455
138.32075,34.8827222200001,318,島田土木事務所,（国）１５０号,F150B-13,高圧ナトリウム灯,焼津市中里　三菱石油給油所向,34.88272222,138.32075,-16385.08785,-123933.4531
138.3208611,34.89966667,319,島田土木事務所,（国）１５０号,F150B-14,高圧ナトリウム灯,焼津市中里　三和鉄工所横,34.89966667,138.3208611,-16371.56976,-122053.8627
138.0818333,35.04102778,320,島田土木事務所,（国）３６２号,G362-新32,,川根本町上長尾,35.04102778,138.0818333,-38150.90704,-106307.5322
138.0820278,35.04069444,321,島田土木事務所,（国）３６２号,G362-新33,,川根本町上長尾,35.04069444,138.0820278,-38133.32141,-106344.5843
138.0819444,35.0418611100001,322,島田土木事務所,（国）３６２号,G362-新34,,川根本町上長尾,35.04186111,138.0819444,-38140.38271,-106215.1323
138.0819167,35.0416111100001,323,島田土木事務所,（国）３６２号,G362-新35,,川根本町上長尾,35.04161111,138.0819167,-38143.03246,-106242.8545
138.0819444,35.0417222200001,324,島田土木事務所,（国）３６２号,G362-新36,,川根本町上長尾,35.04172222,138.0819444,-38140.44726,-106230.5396
138.0821111,35.04230556,325,島田土木事務所,（国）３６２号,G362-新37,,川根本町上長尾,35.04230556,138.0821111,-38124.97037,-106165.8926
138.0825278,35.04272222,326,島田土木事務所,（国）３６２号,G362-新38,,川根本町上長尾,35.04272222,138.0825278,-38086.763,-106119.8311
138.0825278,35.04302778,327,島田土木事務所,（国）３６２号,G362-新39,,川根本町上長尾,35.04302778,138.0825278,-38086.62118,-106085.935
138.0826667,35.04325,328,島田土木事務所,（国）３６２号,G362-新40,,川根本町上長尾,35.04325,138.0826667,-38073.84686,-106061.3368
138.0828056,35.0434166700001,329,島田土木事務所,（国）３６２号,G362-新41,,川根本町上長尾,35.04341667,138.0828056,-38061.09837,-106042.9009
138.0830278,35.04377778,330,島田土木事務所,（国）３６２号,G362-新42,,川根本町上長尾,35.04377778,138.0830278,-38040.65748,-106002.9272
138.1303333,34.82380556,331,島田土木事務所,（国）４７３号,G473-新14,,島田市金谷,34.82380556,138.1303333,-33815.07133,-130421.253
138.1302222,34.82375,332,島田土木事務所,（国）４７３号,G473-新15,,島田市金谷,34.82375,138.1302222,-33825.25782,-130427.3786
138.1301389,34.82375,333,島田土木事務所,（国）４７３号,G473-新16,,島田市金谷,34.82375,138.1301389,-33832.88044,-130427.3506
138.1300833,34.8236111100001,334,島田土木事務所,（国）４７３号,G473-新17,,島田市金谷,34.82361111,138.1300833,-33838.01959,-130442.7385
138.1299722,34.82363889,335,島田土木事務所,（国）４７３号,G473-新18,,島田市金谷,34.82363889,138.1299722,-33848.17203,-130439.6194
138.1297222,34.8235277800001,336,島田土木事務所,（国）４７３号,G473-新19,,島田市金谷,34.82352778,138.1297222,-33871.0863,-130451.8602
138.1298333,34.82347222,337,島田土木事務所,（国）４７３号,G473-新20,,島田市金谷,34.82347222,138.1298333,-33860.94522,-130458.0608
138.1296667,34.8233611100001,338,島田土木事務所,（国）４７３号,G473-新21,,島田市金谷,34.82336111,138.1296667,-33876.23599,-130470.3296
138.1295833,34.8233611100001,339,島田土木事務所,（国）４７３号,G473-新22,,島田市金谷,34.82336111,138.1295833,-33883.85955,-130470.3015
138.12925,34.8231388900001,340,島田土木事務所,（国）４７３号,G473-新23,,島田市金谷,34.82313889,138.12925,-33914.44214,-130494.8391
138.12925,34.8231111100001,341,島田土木事務所,（国）４７３号,G473-新24,,島田市金谷,34.82311111,138.12925,-33914.45353,-130497.9206
138.3005556,34.86488889,342,島田土木事務所,（国）１５０号,F150B-52,高圧ナトリウム灯,焼津市五ヶ堀之内,34.86488889,138.3005556,-18234.98392,-125908.1693
138.3008333,34.86463889,343,島田土木事務所,（国）１５０号,F150B-53,高圧ナトリウム灯,焼津市五ヶ堀之内,34.86463889,138.3008333,-18209.64279,-125935.9516
138.3005833,34.8646666700001,344,島田土木事務所,（国）１５０号,F150B-54,高圧ナトリウム灯,焼津市五ヶ堀之内,34.86466667,138.3005833,-18232.49398,-125932.8246
138.3008333,34.8645,345,島田土木事務所,（国）１５０号,F150B-55,高圧ナトリウム灯,焼津市五ヶ堀之内,34.8645,138.3008333,-18209.6734,-125951.3583
138.3005833,34.86441667,346,島田土木事務所,（国）１５０号,F150B-56,高圧ナトリウム灯,焼津市五ヶ堀之内,34.86441667,138.3005833,-18232.54916,-125960.5564
138.3008611,34.86425,347,島田土木事務所,（国）１５０号,F150B-57,高圧ナトリウム灯,焼津市五ヶ堀之内,34.86425,138.3008611,-18207.18859,-125979.0951
138.3006389,34.86416667,348,島田土木事務所,（国）１５０号,F150B-58,高圧ナトリウム灯,焼津市五ヶ堀之内,34.86416667,138.3006389,-18227.52449,-125988.2983
138.3006667,34.8663888900001,349,島田土木事務所,（国）１５０号,F150B-63,高圧ナトリウム灯,焼津市五ヶ堀之内,34.86638889,138.3006667,-18224.49433,-125741.7986
138.3004167,34.8661388900001,350,島田土木事務所,（国）１５０号,F150B-64,高圧ナトリウム灯,焼津市五ヶ堀之内,34.86613889,138.3004167,-18247.40639,-125769.4849
138.3338611,34.8953055600001,351,島田土木事務所,（国）１５０号,F150B-65,高圧ナトリウム灯,焼津市野秋（寺尾実業の前）下り,34.89530556,138.3338611,-15184.29626,-122539.6791
138.33375,34.89541667,352,島田土木事務所,（国）１５０号,F150B-66,高圧ナトリウム灯,焼津市野秋（寺尾実業の前）上り,34.89541667,138.33375,-15194.43073,-122527.3371
138.3012222,34.85938889,353,島田土木事務所,（国）１５０号,F150B-93,高圧ナトリウム灯,焼津市三ヶ名地内,34.85938889,138.3012222,-18175.24173,-126518.3899
138.3009444,34.8595833300001,354,島田土木事務所,（国）１５０号,F150B-94,高圧ナトリウム灯,焼津市三ヶ名地内,34.85958333,138.3009444,-18200.59775,-126496.7709
138.3007778,34.85697222,355,島田土木事務所,（国）１５０号,F150B-95,高圧ナトリウム灯,焼津市三ヶ名地内,34.85697222,138.3007778,-18216.4119,-126786.3835
138.3006667,34.85722222,356,島田土木事務所,（国）１５０号,F150B-96,高圧ナトリウム灯,焼津市三ヶ名地内,34.85722222,138.3006667,-18226.51641,-126758.6315
138.3000833,34.85416667,357,島田土木事務所,（国）１５０号,F150B-97,高圧ナトリウム灯,焼津市三ヶ名地内,34.85416667,138.3000833,-18280.53146,-127097.4685
138.2995556,34.85402778,358,島田土木事務所,（国）１５０号,F150B-98,高圧ナトリウム灯,焼津市三ヶ名地内,34.85402778,138.2995556,-18328.82202,-127112.7788
138.3009444,34.8640555600001,359,島田土木事務所,（国）１５０号,F150B-99-1,高圧ナトリウム灯,焼津市五ヶ堀之内地内,34.86405556,138.3009444,-18199.61259,-126000.679
138.3009444,34.86383333,360,島田土木事務所,（国）１５０号,F150B-100,高圧ナトリウム灯,焼津市五ヶ堀之内地内,34.86383333,138.3009444,-18199.66154,-126025.3303
138.3009444,34.8636111100001,361,島田土木事務所,（国）１５０号,F150B-101,高圧ナトリウム灯,焼津市五ヶ堀之内地内,34.86361111,138.3009444,-18199.7105,-126049.9806
138.3009444,34.86336111,362,島田土木事務所,（国）１５０号,F150B-102,高圧ナトリウム灯,焼津市五ヶ堀之内地内,34.86336111,138.3009444,-18199.76557,-126077.7124
138.3009722,34.86311111,363,島田土木事務所,（国）１５０号,F150B-103,高圧ナトリウム灯,焼津市五ヶ堀之内地内,34.86311111,138.3009722,-18197.28069,-126105.4492
138.08325,35.0443055600001,364,島田土木事務所,（国）３６２号,G362-新43,,川根本町上長尾,35.04430556,138.08325,-38020.13954,-105944.4646
138.0834722,35.0443055600001,365,島田土木事務所,（国）３６２号,G362-新44,,川根本町上長尾,35.04430556,138.0834722,-37999.86627,-105944.5493
138.0843611,35.04519444,366,島田土木事務所,（国）３６２号,G362-新45,,川根本町上長尾,35.04519444,138.0843611,-37918.36152,-105846.2828
138.0848889,35.04555556,367,島田土木事務所,（国）３６２号,G362-新46,,川根本町上長尾,35.04555556,138.0848889,-37870.04568,-105806.4237
138.0855,35.04616667,368,島田土木事務所,（国）３６２号,G362-新47,,川根本町上長尾,35.04616667,138.0855,-37814.01295,-105738.8643
138.086,35.04672222,369,島田土木事務所,（国）３６２号,G362-新48,,川根本町上長尾,35.04672222,138.086,-37768.14295,-105677.4258
138.0918333,34.9046944400001,370,島田土木事務所,（国）４７３号,G473-35-5-6,高圧ナトリウム灯,島田市高熊,34.90469444,138.0918333,-37300.31909,-121434.7613
138.0954167,34.90825,371,島田土木事務所,（国）４７３号,G473-35-5-7,高圧ナトリウム灯,島田市高熊,34.90825,138.0954167,-36971.25984,-121041.6766
138.0959722,34.9099444400001,372,島田土木事務所,（国）４７３号,G473-35-5-8,高圧ナトリウム灯,島田市高熊,34.90994444,138.0959722,-36919.73426,-120853.9194
138.0967778,34.9118888900001,373,島田土木事務所,（国）４７３号,G473-35-5-9,高圧ナトリウム灯,島田市高熊,34.91188889,138.0967778,-36845.25366,-120638.5207
138.0972778,34.9136666700001,374,島田土木事務所,（国）４７３号,G473-35-5-10,高圧ナトリウム灯,島田市高熊,34.91366667,138.0972778,-36798.77154,-120441.4975
138.9412778,34.67763889,375,下田土木事務所,（国）１３６号,乳峰トンネル,低圧ナトリウム灯,下田市１丁目地内,34.67763889,138.9412778,40436.88347,-146608.4764
138.9349444,34.6716388900001,376,下田土木事務所,（国）１３６号,下田第1トンネル,低圧ナトリウム灯,下田市,34.67163889,138.9349444,39859.3926,-147276.5494
138.9331111,34.66955556,377,下田土木事務所,（国）１３６号,下田第2トンネル,低圧ナトリウム灯,下田市,34.66955556,138.9331111,39692.37428,-147508.366
138.7961111,34.65105556,378,下田土木事務所,（国）１３６号,妻良トンネル,低圧ナトリウム灯,南伊豆町妻良,34.65105556,138.7961111,27143.0213,-149605.9065
138.7916389,34.66,379,下田土木事務所,（国）１３６号,東條トンネル,低圧ナトリウム灯,南伊豆町妻良,34.66,138.7916389,26730.20232,-148614.9516
138.7933056,34.66247222,380,下田土木事務所,（国）１３６号,田面トンネル,低圧ナトリウム灯,南伊豆町妻良,34.66247222,138.7933056,26882.16327,-148340.2801
138.7906667,34.66491667,381,下田土木事務所,（国）１３６号,白崎トンネル,低圧ナトリウム灯,南伊豆町妻良,34.66491667,138.7906667,26639.51951,-148069.8333
138.7701667,34.7521666700001,382,下田土木事務所,（国）１３６号,室岩洞トンネル,低圧ナトリウム灯,松崎町道部1150,34.75216667,138.7701667,24734.70995,-138396.8928
138.7681944,34.78255556,383,下田土木事務所,（国）１３６号,堂ヶ島地下道,水銀灯,西伊豆町堂ヶ島,34.78255556,138.7681944,24545.14702,-135026.4688
138.7629722,34.7915,384,下田土木事務所,（国）１３６号,浮島トンネル,低圧ナトリウム灯,西伊豆町田子,34.7915,138.7629722,24064.61033,-134035.5617
138.7707222,34.8228611100001,385,下田土木事務所,（国）１３６号,小谷トンネル,,西伊豆町安良里95-1,34.82286111,138.7707222,24764.43263,-130554.9023
138.0817778,35.01958333,386,島田土木事務所,（国）３６２号,G362-0-7,高圧ナトリウム灯,川根本町下長尾,35.01958333,138.0817778,-38165.94245,-108686.3664
138.0836667,35.04472222,387,島田土木事務所,（国）３６２号,G362-1,高圧ナトリウム灯,川根本町上長尾1013　駐在所横,35.04472222,138.0836667,-37981.93362,-105898.4027
138.0839167,35.0448333300001,388,島田土木事務所,（国）３６２号,G362-2,高圧ナトリウム灯,川根本町上長尾431　魚六筋向,35.04483333,138.0839167,-37959.07467,-105886.1722
138.1091111,35.0765833300001,389,島田土木事務所,（国）３６２号,G362-7,高圧ナトリウム灯,川根本町徳山,35.07658333,138.1091111,-35646.78251,-102373.3924
138.1050556,35.0777222200001,390,島田土木事務所,（国）３６２号,G362-7-1,高圧ナトリウム灯,川根本町徳山　万世橋,35.07772222,138.1050556,-36016.12649,-102245.5958
138.1039722,35.07952778,391,島田土木事務所,（国）３６２号,G362-7-2,高圧ナトリウム灯,川根本町藤川,35.07952778,138.1039722,-36114.12429,-102044.9098
138.1035278,35.0799722200001,392,島田土木事務所,（国）３６２号,G362-7-3,高圧ナトリウム灯,川根本町藤川,35.07997222,138.1035278,-36154.45731,-101995.4461
138.1047222,35.0783333300001,393,島田土木事務所,（国）３６２号,G362-7-4,高圧ナトリウム灯,川根本町徳山,35.07833333,138.1047222,-36046.25611,-102177.6837
138.1034722,35.0802222200001,394,島田土木事務所,（国）３６２号,G362-7-4-1,高圧ナトリウム灯,川根本町藤川,35.08022222,138.1034722,-36159.41357,-101967.693
138.1020278,35.08155556,395,島田土木事務所,（国）３６２号,G362-7-5,高圧ナトリウム灯,川根本町藤川,35.08155556,138.1020278,-36290.54247,-101819.2582
138.1054444,35.08894444,396,島田土木事務所,（国）３６２号,G362-7-5-0,高圧ナトリウム灯,川根本町藤川,35.08894444,138.1054444,-35975.73578,-101000.8339
138.2995556,34.8515555600001,397,島田土木事務所,（国）１５０号,F150B-128,高圧ナトリウム灯,焼津市小川地内,34.85155556,138.2995556,-18329.37029,-127387.0149
138.3008056,34.8622777800001,398,島田土木事務所,（国）１５０号,F150B-上りブリンカーライト,,焼津市五ヶ堀之内,34.86227778,138.3008056,-18212.70228,-126197.8579
138.3008056,34.8647777800001,399,島田土木事務所,（国）１５０号,F150B-下りブリンカーライト,,焼津市五ヶ堀之内地内,34.86477778,138.3008056,-18212.15116,-125920.5399
138.3358056,34.8977777800001,400,島田土木事務所,（国）１５０号,F150B-新2,,焼津市野秋,34.89777778,138.3358056,-15006.1331,-122265.7344
138.3358333,34.8977777800001,401,島田土木事務所,（国）１５０号,F150B-新3,,焼津市野秋,34.89777778,138.3358333,-15003.59513,-122265.7385
138.3357778,34.89758333,402,島田土木事務所,（国）１５０号,F150B-新4,,焼津市野秋,34.89758333,138.3357778,-15008.70735,-122287.3001
138.3354167,34.8971944400001,403,島田土木事務所,（国）１５０号,F150B-新5,,焼津市野秋,34.89719444,138.3354167,-15041.78109,-122330.3846
138.335,34.8970555600001,404,島田土木事務所,（国）１５０号,F150B-新6,,焼津市野秋,34.89705556,138.335,-15079.88727,-122345.7276
138.2996667,34.8501944400001,405,島田土木事務所,（国）１５０号,F150B-新11,,焼津市大住　わたるくん歩道橋,34.85019444,138.2996667,-18319.51165,-127538.0201
138.2997222,34.85005556,406,島田土木事務所,（国）１５０号,F150B-新12,,焼津市大住　わたるくん歩道橋,34.85005556,138.2997222,-18314.46263,-127553.4358
138.2994722,34.8501944400001,407,島田土木事務所,（国）１５０号,F150B-新13,,焼津市大住　わたるくん歩道橋,34.85019444,138.2994722,-18337.29318,-127537.9846
138.0968056,34.9160555600001,408,島田土木事務所,（国）４７３号,G473-35-6,高圧ナトリウム灯,島田市高熊,34.91605556,138.0968056,-36840.85357,-120176.327
138.0969722,34.9147777800001,409,島田土木事務所,（国）４７３号,G473-35-7,高圧ナトリウム灯,島田市高熊,34.91477778,138.0969722,-36826.19603,-120318.131
138.0965278,34.9151111100001,410,島田土木事務所,（国）４７３号,G473-35-8,高圧ナトリウム灯,島田市川根町大和田,34.91511111,138.0965278,-36866.65742,-120280.9915
138.0949722,34.9148611100001,411,島田土木事務所,（国）４７３号,G473-35-9,高圧ナトリウム灯,島田市高熊,34.91486111,138.0949722,-37008.90737,-120308.1497
138.0949444,34.91488889,412,島田土木事務所,（国）４７３号,G473-35-10,高圧ナトリウム灯,島田市高熊,34.91488889,138.0949444,-37011.43328,-120305.0578
138.0939167,34.9148611100001,413,島田土木事務所,（国）４７３号,G473-35-11,高圧ナトリウム灯,島田市川根町大和田,34.91486111,138.0939167,-37105.35749,-120307.7589
138.0931944,34.91458333,414,島田土木事務所,（国）４７３号,G473-35-12,高圧ナトリウム灯,島田市川根町大和田,34.91458333,138.0931944,-37171.47597,-120338.3048
138.0927222,34.91466667,415,島田土木事務所,（国）４７３号,G473-35-13,高圧ナトリウム灯,島田市川根町大和田,34.91466667,138.0927222,-37214.58727,-120328.8845
138.0919167,34.9146111100001,416,島田土木事務所,（国）４７３号,G473-35-14,高圧ナトリウム灯,島田市川根町大和田,34.91461111,138.0919167,-37288.21912,-120334.748
138.1271667,34.83227778,417,島田土木事務所,（国）４７３号,G473-16,高圧ナトリウム灯,島田市金谷　河原,34.83227778,138.1271667,-34101.24871,-129480.3819
138.1266944,34.8335,418,島田土木事務所,（国）４７３号,G473-17-1,,島田市中央橋　（右側）,34.8335,138.1266944,-34143.93694,-129344.6437
138.1005278,34.9091944400001,419,島田土木事務所,（主）島田川根線,G64-松ヶ瀬トンネル,低圧ナトリウム灯,島田市丹原,34.90919444,138.1005278,-36503.78044,-120938.7865
138.1081111,34.90347222,420,島田土木事務所,（主）島田川根線,G64-シンナベシマトンネル,低圧ナトリウム灯,島田市身成,34.90347222,138.1081111,-35813.29623,-121576.2835
138.168,34.8381666700001,421,島田土木事務所,（主）島田川根線,G64-新1,その他,島田市中溝町,34.83816667,138.168,-30364.24516,-128840.2657
138.0921667,34.9755,422,島田土木事務所,（主）川根寸又峡線,G77-2地名トンネル,低圧ナトリウム灯,島田市川根町笹間渡,34.9755,138.0921667,-37237.83647,-113580.47
138.0579167,34.86333333,423,島田土木事務所,（主）焼津森線,G81-8,低圧ナトリウム灯,金谷町庄司,34.86333333,138.0579167,-40420.06122,-126009.7278
138.3010556,34.8823333300001,424,島田土木事務所,（主）焼津森線,F81-新1,,焼津市八楠,34.88233333,138.3010556,-18185.42768,-123973.1937
138.2843889,34.8921666700001,425,島田土木事務所,（主）焼津森線,F81-新2,その他,焼津市下当間,34.89216667,138.2843889,-19706.57561,-122879.252
138.2874722,34.9065,426,島田土木事務所,（県）焼津岡部線,F213-新1,その他,藤枝市内谷,34.9065,138.2874722,-19421.3885,-121289.8881
138.26975,34.86013889,427,島田土木事務所,（県）伊久美藤枝線,F215-新7,その他,藤枝市築地,34.86013889,138.26975,-21052.7174,-126429.0365
138.1163333,34.9051944400001,428,島田土木事務所,（県）蔵田島田線,G220-4,低圧ナトリウム灯,島田市身成地内,34.90519444,138.1163333,-35061.16156,-121388.15
138.2931944,34.86280556,429,島田土木事務所,（県）上青島焼津線,F222-久松地下道,高圧ナトリウム灯,焼津市五ヶ堀之内　,34.86280556,138.2931944,-18908.48078,-126137.9034
138.9895278,34.72330556,430,下田土木事務所,（国）１３５号,小湊第2トンネル,低圧ナトリウム灯,河津町縄地地内,34.72330556,138.9895278,44833.71248,-141522.4463
139.0005556,34.7470833300001,431,下田土木事務所,（国）１３５号,河津トンネル,低圧ナトリウム灯,河津町,34.74708333,139.0005556,45830.57797,-138879.8993
139.0113056,34.7555277800001,432,下田土木事務所,（国）１３５号,見高浜トンネル,低圧ナトリウム灯,河津町見高浜,34.75552778,139.0113056,46810.08589,-137938.2323
139.056,34.7858333300001,433,下田土木事務所,（国）１３５号,友路トンネル,低圧ナトリウム灯,東伊豆町白田地内,34.78583333,139.056,50883.30605,-134554.7976
139.0540833,34.8190833300001,434,下田土木事務所,（国）１３５号,熱川トンネル,低圧ナトリウム灯,東伊豆町奈良本,34.81908333,139.0540833,50687.53838,-130867.4214
139.0756944,34.82444444,435,下田土木事務所,（国）１３５号,北川トンネル,,東伊豆町北川,34.82444444,139.0756944,52661.13324,-130261.5933
138.9102778,35.0256666700001,436,沼津土木事務所,（県）伊豆長岡三津線,三津坂トンネル,,沼津市三津地内,35.02566667,138.9102778,37438.17459,-108014.5442
138.8887222,35.08325,437,沼津土木事務所,（県）下土狩徳倉沼津港線,横山トンネル,低圧ナトリウム灯,清水町上徳倉,35.08325,138.8887222,35446.31016,-101634.6191
138.9147778,34.9117222200001,438,沼津土木事務所,（県）西天城高原線,棚場山トンネル,低圧ナトリウム灯,伊豆市,34.91172222,138.9147778,37901.24948,-120652.6953
138.85775,35.1021944400001,439,沼津土木事務所,（県）沼津停車場東沢田線,あまねガード,水銀灯,沼津市添地町,35.10219444,138.85775,32614.49756,-99543.65065
138.8769722,35.1024444400001,440,沼津土木事務所,（県）富士清水線,下石田地下道,,沼津市大岡,35.10244444,138.8769722,34366.8065,-99509.45647
138.91075,35.21844444,441,沼津土木事務所,（主）裾野インター線,C392-1,,裾野市御宿,35.21844444,138.91075,37393.06129,-86629.0105
138.9921944,35.0103611100001,442,沼津土木事務所,（主）伊東大仁線,大仁東小前地下道,その他,伊豆の国市大仁東小学校前,35.01036111,138.9921944,44921.56294,-109678.6199
138.9462222,35.00919444,443,沼津土木事務所,（主）伊東大仁線,田京地下道,その他,伊豆の国市田京大仁小学校入口,35.00919444,138.9462222,40726.32156,-109827.7535
138.7837222,35.0136111100001,444,沼津土木事務所,（主）沼津土肥線,井田トンネル,,沼津市戸田井田地内,35.01361111,138.7837222,25893.63937,-109392.0134
138.8841944,35.01888889,445,沼津土木事務所,（主）沼津土肥線,長井崎トンネル,低圧ナトリウム灯,沼津市内浦重須,35.01888889,138.8841944,35060.92971,-108775.8796
138.8948611,35.01855556,446,沼津土木事務所,（主）沼津土肥線,長浜地下道,その他,沼津市三津長浜,35.01855556,138.8948611,36034.5033,-108809.0584
138.8964722,35.019,447,沼津土木事務所,（主）沼津土肥線,富士見トンネル,低圧ナトリウム灯,沼津市三津地先,35.019,138.8964722,36181.3361,-108759.1737
138.9021389,35.2048055600001,448,沼津土木事務所,（主）富士裾野線,東名ガード下,水銀灯,裾野市葛山,35.20480556,138.9021389,36615.25857,-88145.23695
138.9822222,35.3494444400001,449,沼津土木事務所,（県）足柄峠線,東名ガード大井松田44,,小山町竹之下,35.34944444,138.9822222,43829.00608,-72067.15232
138.3205833,34.88252778,450,島田土木事務所,（国）１５０号,F150B-中里3号地下道,その他,焼津市中里,34.88252778,138.3205833,-16400.36166,-123954.9945
138.3188056,34.8811944400001,451,島田土木事務所,（国）１５０号,F150B-中里2号地下道,その他,焼津市中里,34.88119444,138.3188056,-16563.13414,-124102.6062
138.1267222,34.8335833300001,452,島田土木事務所,（国）４７３号,G473-17-2,,島田市中央橋　（左側）,34.83358333,138.1267222,-34141.36167,-129335.4096
138.1263889,34.8341388900001,453,島田土木事務所,（国）４７３号,G473-18-2,高圧ナトリウム灯,島田市代官島　新橋左岸,34.83413889,138.1263889,-34171.61987,-129273.6693
138.1262222,34.8345555600001,454,島田土木事務所,（国）４７３号,G473-19,高圧ナトリウム灯,島田市金谷河原,34.83455556,138.1262222,-34186.69186,-129227.3925
138.1256667,34.8345555600001,455,島田土木事務所,（国）４７３号,G473-20,高圧ナトリウム灯,島田市金谷河原,34.83455556,138.1256667,-34237.50417,-129227.203
138.1252222,34.83516667,456,島田土木事務所,（国）４７３号,G473-21,高圧ナトリウム灯,島田市代官町,34.83516667,138.1252222,-34277.90164,-129159.2624
138.1208611,34.844,457,島田土木事務所,（国）４７３号,G473-22,高圧ナトリウム灯,島田市竹下地先　（大協石油と竹下派出所の間）,34.844,138.1208611,-34673.07503,-128177.9051
138.1200556,34.84580556,458,島田土木事務所,（国）４７３号,G473-23,水銀灯,島田市竹下　（大鉄五和駅前交差点）,34.84580556,138.1200556,-34745.98585,-127977.34
138.1199167,34.8462222200001,459,島田土木事務所,（国）４７３号,G473-24,高圧ナトリウム灯,島田市竹下地先　（五和駅西バイパス信号桟）,34.84622222,138.1199167,-34758.51224,-127931.0728
138.1196667,34.84780556,460,島田土木事務所,（国）４７３号,G473-25,水銀灯,島田市竹下　（北側商店，杉山製作所の間）,34.84780556,138.1196667,-34780.7086,-127755.3501
138.1190833,34.8487222200001,461,島田土木事務所,（国）４７３号,G473-26,高圧ナトリウム灯,島田市横岡新田地内,34.84872222,138.1190833,-34833.66785,-127653.4647
138.1191389,34.84911111,462,島田土木事務所,（国）４７３号,G473-27,高圧ナトリウム灯,島田市横岡新田地内,34.84911111,138.1191389,-34828.42317,-127610.3454
138.2636111,34.80244444,463,島田土木事務所,（国）１５０号,F150-80,高圧ナトリウム灯,焼津市相川1148滝井園前,34.80244444,138.2636111,-21629.10402,-132827.5865
138.2622778,34.80141667,464,島田土木事務所,（国）１５０号,F150-81,高圧ナトリウム灯,焼津市相川 志太生ｺﾝ東側,34.80141667,138.2622778,-21751.37123,-132941.305
